ticket_volume,deadline_proximity,sleep_quality,complexity,interruptions,eeg_beta,eeg_alpha,eeg_delta,eeg_theta,state_label
2,0,2,3,0,0.5313709371506918,0.5185459187327823,0.6298993077215883,0.03257417365640135,Focused
1,1,1,3,1,0.4350120916746827,0.5940017861746206,0.2842290942161428,0.3432587114932694,Focused
2,0,2,2,0,0.45651056386305666,0.4814520102757836,0.6287988928626375,0.0,Focused
2,2,2,0,1,0.5021370656654208,0.5602861292831182,0.6953698357506554,0.3263405270739898,Fatigued
1,0,2,3,2,0.38433840095860305,0.6086108923643704,0.7022382884048208,0.7478943541514215,Fatigued
1,0,3,3,3,0.23567228263888793,0.722710672388286,1.0,1.0,Fatigued
2,0,1,1,1,0.27102305992120257,0.6198417219627194,0.3933685268910668,0.3963867639976806,Relaxed
2,0,2,3,0,0.48319699377164466,0.48336751292110763,0.6411850957697083,9.986038576777949e-05,Focused
2,0,0,1,0,0.3746051795081319,0.6771207688788223,0.030845059887532486,0.044508513345093974,Relaxed
1,1,1,1,3,0.3363823224794688,0.6402334586964349,0.28299416117622456,1.0,Distracted
2,0,3,3,0,0.5083038099638804,0.4731314911085259,0.991774906693284,0.12840215131805813,Fatigued
1,0,1,0,0,0.16342797259087505,0.8581797717777779,0.31391998307306546,0.0,Relaxed
1,1,1,0,2,0.2270458566011982,0.7867552169564285,0.32001925725689784,0.7464252169903178,Distracted
2,3,2,3,2,0.9143210022974599,0.12028546339320151,0.654223982486451,0.6481855174419863,Fatigued
1,2,2,3,0,0.578017843005241,0.32979201695778815,0.6724528755140211,0.050606874798625814,Fatigued
0,1,1,1,1,0.19059610360184065,0.8749058871977634,0.42339465259660974,0.3864348688108036,Relaxed
3,2,2,0,2,0.6434742055180372,0.3792020710876485,0.6365237181387993,0.7586690542481944,Distracted
1,2,2,1,2,0.5180452992297797,0.5374985350064493,0.5975640049728043,0.7128248861001341,Distracted
3,0,3,3,1,0.6889890452330786,0.3390927587442107,0.9110021123955037,0.288028908676876,Fatigued
3,0,1,1,2,0.42370943927079485,0.5807346697088256,0.373791825174155,0.6560371023844497,Distracted
2,3,1,2,3,0.7688545128119658,0.29053889355949275,0.3801470257110072,1.0,Stressed
3,3,1,1,2,0.8984328943036505,0.08925236234295751,0.3417562356962957,0.6878116038834586,Stressed
1,2,1,1,3,0.4395897816654381,0.5488054485898143,0.3823140359957688,1.0,Distracted
1,2,3,3,3,0.6097737448871958,0.47061064714534945,1.0,1.0,Fatigued
1,2,2,3,2,0.5774759129745786,0.4838145760290038,0.6797192824434962,0.6253491222249743,Fatigued
1,1,1,0,0,0.12878604232002003,0.9433518203844391,0.43323657677753785,0.011538979404646318,Relaxed
2,3,0,1,3,0.689945520153495,0.33969371020851163,0.018641162317982417,0.9453970332276095,Distracted
1,1,1,0,0,0.17250202703270295,0.8543446866204083,0.34026902410949217,0.0,Relaxed
0,3,2,2,1,0.47362915927008215,0.39947908444374985,0.6848999927601965,0.32483840270935505,Fatigued
3,2,0,0,0,0.6622666921374121,0.3170734930957022,0.08746597798971537,0.008247290560253494,Focused
1,0,1,3,3,0.3178441956673287,0.6624805161494087,0.37606263203844864,0.9845857345209945,Distracted
1,1,2,3,2,0.4549841103843357,0.5767797909228503,0.5678152450747502,0.6924231036948629,Distracted
2,1,0,2,3,0.49758250445097774,0.5200659271385406,0.0,0.9949214031165868,Distracted
1,0,3,0,0,0.1612983458970128,0.7795632373993908,0.9547584441989397,0.0,Fatigued
2,1,1,2,1,0.5581326752222424,0.4309267973929584,0.45522183777073644,0.3354429122550831,Focused
1,0,1,0,0,0.10873980334370097,0.9026345644274262,0.37379243820032293,0.0,Relaxed
0,1,1,3,2,0.3106046256346762,0.6747835523885098,0.295935569308455,0.6699623911655243,Distracted
1,1,2,0,0,0.18385610509904007,0.793542896544087,0.7263694247675663,0.0,Fatigued
1,3,1,0,0,0.5996429769177827,0.38890237375968223,0.32243263529221877,0.08108892280733124,Focused
1,0,1,3,1,0.2400864414096265,0.7423527151528426,0.2568817738826782,0.34117308546247516,Relaxed
1,1,2,0,2,0.2313225964331151,0.8734198189761051,0.6513470936753555,0.6476361461485518,Fatigued
2,1,2,3,0,0.5987365202934068,0.43008048845064606,0.6290161177874507,0.0,Focused
1,3,1,2,2,0.6521575179260921,0.29408482936419444,0.3820586771484603,0.6916129463693118,Distracted
2,2,1,0,2,0.6502692609317835,0.3178416767601292,0.3776479302481741,0.6067762906493377,Focused
0,0,3,0,1,0.037183993562312716,0.9317183763075376,0.9799995248704187,0.2725744283421577,Fatigued
1,3,1,0,0,0.5492378583200452,0.5179508621247894,0.37356569303225584,0.0,Focused
1,0,1,3,2,0.3786837578974957,0.6363182597853535,0.3841549380555503,0.7086339636824832,Distracted
2,3,1,0,0,0.7023736334484667,0.2681095884201089,0.34284288072709923,0.0,Stressed
1,2,2,3,2,0.610531921844742,0.3571036950770067,0.6999075765548455,0.6594797886166126,Fatigued
1,0,1,1,3,0.18214692279836486,0.8013915047168937,0.36441902012969724,0.9754958522678807,Distracted
1,0,3,3,1,0.3456563659628337,0.7360465540411155,0.9092663051535694,0.30698805319457084,Fatigued
1,3,1,2,1,0.7246975600124005,0.25041957553607297,0.35635246985314306,0.34345455623440707,Stressed
0,0,3,0,3,0.001658826871924549,0.9809290281636354,1.0,1.0,Fatigued
1,1,2,0,2,0.2741431594262509,0.6871325587791227,0.724758753336917,0.6509656535789585,Fatigued
2,1,2,0,2,0.3146330188256895,0.7655998121808056,0.6848694605311743,0.7256272337867643,Fatigued
1,1,1,3,2,0.46290323290157076,0.5044708447122649,0.30975675333423813,0.6338880452583455,Focused
0,2,1,0,1,0.32546960657952334,0.727230892785125,0.40094647046612775,0.39101535061789955,Relaxed
0,0,1,2,0,0.13811976556311578,0.9226484486704719,0.3155286070386342,0.005840656047699564,Relaxed
1,0,2,2,2,0.275007565604942,0.6984988191327663,0.7450201317738244,0.6013068233348209,Fatigued
1,1,1,2,0,0.43129934288643873,0.6584783858725902,0.27773340032939914,0.048331487069073566,Focused
3,1,3,3,1,0.7613069483782647,0.1442023894277888,0.9130692681710031,0.2927183986317326,Fatigued
1,2,2,2,3,0.5270635439190099,0.4553386941132481,0.7429834647553466,0.9179058954969442,Fatigued
2,2,2,0,2,0.574675054582855,0.344233101723469,0.6851613277599851,0.6329812210542325,Fatigued
1,1,0,3,3,0.3668863672460334,0.6214822270996485,0.0,1.0,Distracted
1,0,1,2,0,0.3692744697975677,0.6818659580026677,0.37390070943943315,0.049946365570922455,Relaxed
0,0,1,3,1,0.1391954244357018,0.8467375356786426,0.3618728700613066,0.3758715830892714,Relaxed
0,3,1,1,3,0.5245538120492719,0.41060741840572856,0.36043908439678873,0.9823546048611618,Distracted
1,1,0,3,0,0.47615035129267885,0.508061674760776,0.0,0.0,Focused
1,1,2,2,1,0.3446398155727234,0.6056072391279053,0.6264794510398249,0.28756336149437567,Relaxed
0,3,1,1,3,0.42871847154479636,0.47855218458990934,0.33335019370671887,0.9513851934454765,Distracted
2,0,2,2,3,0.3572934421256524,0.6656657323961565,0.6249584609618476,1.0,Distracted
2,2,2,3,1,0.7133458595126378,0.2389633180520749,0.7054526237930254,0.347298235857367,Fatigued
0,3,1,0,3,0.422910286362829,0.61292989816414,0.32732587501435617,0.9996257186681319,Distracted
0,2,1,2,2,0.3983637921710364,0.5239589239498332,0.4272797514669574,0.7149638785988668,Distracted
2,0,2,1,2,0.32645224535615713,0.7573165688701988,0.6191697045635277,0.6193235137436158,Relaxed
1,3,1,2,0,0.7409358253865292,0.18382243544507104,0.3665955867563105,0.01723612132966508,Stressed
2,3,1,2,0,0.8682816657795179,0.11052552400004792,0.2517071758363923,0.17931035522659897,Stressed
0,0,1,2,1,0.12127099426961666,0.8872477957060896,0.30723974987702,0.3013669476043106,Relaxed
3,0,1,0,1,0.3454854554387671,0.7999092157350163,0.38222479194572817,0.34305799502089906,Relaxed
2,0,1,2,0,0.31534808741145814,0.7501432828267327,0.38129626071412687,0.0,Relaxed
1,2,2,2,2,0.5733813859726338,0.4367825716834093,0.6254100844740127,0.6206672605486111,Focused
1,0,2,1,0,0.11370392754558466,0.8303121877328973,0.7072178595046575,0.04313818079585189,Fatigued
2,0,1,0,1,0.2540939074224908,0.7612291543214162,0.35908090207946175,0.37262433732974365,Relaxed
2,1,2,2,3,0.48844548654045833,0.43501415192788584,0.6177375159704608,1.0,Distracted
0,3,2,2,0,0.6460242403404984,0.3398267475402702,0.6562313941036249,0.04103709282357459,Fatigued
0,1,2,1,2,0.21147004951913762,0.7994575386930493,0.7593792326199991,0.5304037313715678,Fatigued
1,3,3,0,3,0.5087703041823164,0.5718180285695807,1.0,0.9815224531870271,Fatigued
3,0,3,3,2,0.6001969009150709,0.4656982623975503,0.9755419572345602,0.6472634190586407,Fatigued
2,0,1,2,0,0.3310223332168729,0.6164340762733231,0.31986810291261064,0.0,Relaxed
1,1,2,2,2,0.3659892040782364,0.6397704290078985,0.7511452640581997,0.68023157398268,Fatigued
1,2,1,1,0,0.46055209149512194,0.5403042410041335,0.3210822179234473,0.07249344053392535,Focused
0,0,1,2,2,0.2757896377107435,0.7141664034205861,0.35267408066543937,0.7240401231562136,Distracted
3,1,1,3,2,0.7839343398154298,0.24181007381603142,0.25859583762265426,0.6886011954467346,Stressed
1,2,1,0,3,0.4135962424536714,0.45224012540373526,0.2664806815281265,0.9858301041230004,Distracted
1,3,2,2,0,0.5267902859025414,0.5071565175754343,0.5935152314789136,0.0,Focused
1,1,1,2,1,0.3380444419198558,0.7145272954401419,0.356444991003048,0.2996090068776347,Relaxed
1,1,2,0,1,0.24094980895397639,0.8299923587268023,0.6553757296422891,0.3548099096005676,Fatigued
2,1,2,1,3,0.368091554664239,0.6473761096642271,0.7236315722238038,1.0,Fatigued
1,2,2,3,1,0.5268033629020387,0.3755547600344514,0.6338119866102971,0.32547456671385083,Focused
3,2,1,1,3,0.747108507877806,0.22223397557943073,0.3498103720957526,1.0,Stressed
0,2,2,1,0,0.3363774987293361,0.6265929354032684,0.5053789013763129,0.06272335208436801,Relaxed
1,3,3,0,0,0.5437136286842651,0.3934624209451645,1.0,0.0,Fatigued
0,0,1,2,0,0.09874183766899146,0.913617261932136,0.37698541415478165,0.03952406298813907,Relaxed
2,0,0,0,1,0.23321748658357064,0.790835876678089,0.03958234820870838,0.3206979826522609,Relaxed
2,0,2,2,2,0.3676067865553642,0.6990846573557247,0.636868547069734,0.6979892922479832,Distracted
1,0,2,0,3,0.1798002065843074,0.8660538032020378,0.7170586607883118,1.0,Fatigued
2,0,1,0,2,0.23457820971764692,0.7226077873296679,0.345350462307674,0.6241817170229366,Relaxed
1,0,2,2,2,0.29265808603631677,0.6888358393445958,0.6702021444914831,0.6646068564458233,Fatigued
0,3,2,0,2,0.3148165804760995,0.7455095622201011,0.6442130292549779,0.697120395414882,Distracted
1,3,3,0,2,0.5460811622940244,0.46579341700238047,1.0,0.5768413103849461,Fatigued
2,0,2,0,2,0.23814203090037406,0.6610331974691708,0.7410361529756401,0.6774339771895787,Fatigued
1,0,2,2,2,0.27433435508804854,0.7248449308262487,0.7257749093471653,0.7243816052440214,Fatigued
0,0,2,1,0,0.01075985513115818,1.0,0.7181334751554207,0.0,Fatigued
1,1,2,0,2,0.19785147977917505,0.8299495860639127,0.715270231443761,0.676614226276844,Fatigued
3,2,1,2,3,0.7155638273515094,0.2582500223907501,0.34410042968232857,0.9519099794070602,Stressed
2,2,2,2,1,0.5523435833049555,0.48573213750540367,0.6802980617958629,0.2953038795338115,Fatigued
1,0,2,0,2,0.09700440527528861,0.900591151284517,0.6141371995686636,0.6244598828904873,Relaxed
1,1,1,1,3,0.35489068290972065,0.6542700843929935,0.36845517974812053,0.9140880947495365,Distracted
3,0,1,3,2,0.6154678635294836,0.3228643825666919,0.21350339963127285,0.6484232168705638,Focused
1,2,2,0,0,0.48370280273696764,0.552125208202574,0.6003877325433041,0.0,Focused
0,1,2,1,0,0.1141469311422278,0.9376035977833772,0.6502420159090926,0.03842268556592027,Fatigued
1,2,2,2,2,0.618607019745024,0.44076355717854243,0.6988492364646335,0.5612722787202526,Fatigued
1,2,3,1,0,0.620132398935121,0.3505636066062202,0.918854390673633,0.0,Fatigued
2,0,1,0,0,0.26488353240848067,0.6813032955708012,0.28428100044183174,0.006184118881150417,Relaxed
1,3,1,2,3,0.672576460256036,0.3087792882633432,0.3453893200401882,1.0,Distracted
1,3,0,3,2,0.7902857157695394,0.15820126647515698,0.0,0.635252013575958,Stressed
2,0,2,2,1,0.4111321580227575,0.537169653097418,0.6741788469757987,0.2887434182649289,Fatigued
1,0,1,2,2,0.21669911345607998,0.7937647211121925,0.3132914584578843,0.6421387262738154,Relaxed
2,2,1,1,2,0.6063160090239222,0.38697612698111084,0.3569798690635775,0.6188744759456437,Focused
0,2,1,3,0,0.42024307863930455,0.6188278663771944,0.3118577281234643,0.0,Focused
0,2,1,1,3,0.31008911858138233,0.6916793343615617,0.33143004743674614,0.971115545321859,Distracted
3,0,2,3,1,0.596244948799497,0.3715662124091782,0.6466369330363013,0.3409333829999524,Focused
3,0,2,1,3,0.4106763991979725,0.6301119916936876,0.6965783928218765,1.0,Fatigued
2,1,2,2,2,0.6226415315328564,0.40150568163186445,0.6384086974286901,0.6141424532203935,Focused
1,1,2,0,0,0.21653172982496416,0.7389318903851716,0.7468649826604282,0.0,Fatigued
1,1,0,1,3,0.44649752633886475,0.5162826455187484,0.011369254135885704,0.9996176650322959,Distracted
1,1,1,2,3,0.41681399999962565,0.5673084546217382,0.3960045374582295,1.0,Distracted
1,0,1,3,2,0.2953273313435622,0.6996206671033676,0.3331473191610871,0.6683722298009834,Distracted
1,0,0,2,2,0.29452186556413107,0.6504026551075959,0.0,0.7118037714957872,Distracted
1,0,2,2,0,0.28140465419022265,0.7132432257898355,0.6577341511718902,0.0406029495648303,Fatigued
1,0,0,1,3,0.20833862264741876,0.7393202323419177,0.0,1.0,Distracted
1,1,2,0,2,0.2446464584075316,0.7810946316812298,0.7052007611579894,0.6664270440349375,Fatigued
0,2,1,0,1,0.3567710929645814,0.5646106814437599,0.40770299553811756,0.4236901390363944,Relaxed
0,3,2,1,3,0.4909746709218993,0.5630018352435733,0.6320272556563455,0.99124121921907,Distracted
1,0,2,0,0,0.22563002333235876,0.7552225624386739,0.6369789765728482,0.08774503830512947,Relaxed
3,3,2,0,1,0.7844295735633888,0.15706547348033528,0.7319632586836876,0.3726118892690906,Fatigued
1,0,2,3,1,0.28416936071139853,0.7584571547124859,0.7174216388786552,0.2957454808593974,Fatigued
1,3,2,2,1,0.6388297126628434,0.3687214282225731,0.7185503953666299,0.33162782915028516,Fatigued
1,0,1,0,2,0.20517581781133765,0.7836940217765282,0.30151027226325444,0.644700051679386,Relaxed
2,3,1,3,1,0.8105426486594018,0.22675887399141353,0.3000130793793385,0.26697406261793244,Stressed
0,1,1,1,0,0.22450475786133467,0.8290498771697214,0.34615973735193495,0.0,Relaxed
1,1,1,3,1,0.5121589946880052,0.4810238900946919,0.39597978023318303,0.2892179000371985,Focused
0,0,0,3,3,0.1422891225596322,0.8308919522931634,0.0,1.0,Distracted
1,0,1,0,3,0.16357988908518706,0.8812130401353118,0.3368211624370159,1.0,Distracted
1,2,1,1,1,0.45299758835113246,0.5094949536045411,0.35286696406950724,0.43635430701381406,Focused
1,2,1,0,1,0.3491815819240596,0.6653115013186328,0.3187985981607622,0.35984493464708484,Relaxed
0,0,1,2,1,0.042948844386362345,0.9591334852388214,0.3368189066709622,0.3535130631437816,Relaxed
1,2,1,2,1,0.5577048133131968,0.40729336352385614,0.2687434286237822,0.38643991454175164,Focused
2,1,2,2,0,0.5699600098364315,0.3986816338901578,0.675405631745265,0.0,Fatigued
2,3,3,0,1,0.7511286325003013,0.2946100649835494,0.9864192609332199,0.32242487354011484,Fatigued
3,0,3,0,0,0.45969349770471096,0.4827921691179666,0.9587575513231226,0.0,Fatigued
1,1,1,1,3,0.3081959940003122,0.6758936803394224,0.3611725373254911,1.0,Distracted
0,0,2,0,1,0.0,0.9939519659739945,0.7745291364781034,0.3051268423106098,Fatigued
1,1,2,2,3,0.42288969802397225,0.6093393192650434,0.6117982000453525,1.0,Distracted
1,1,2,3,1,0.456669234456761,0.4555851886818533,0.7016658441901983,0.28384505767273294,Fatigued
2,2,1,0,1,0.6456871963918839,0.31444411943405587,0.3669389635318124,0.35158303055405077,Focused
2,3,3,1,2,0.6318685385036207,0.3840823168559816,1.0,0.5878344114563492,Fatigued
2,3,1,3,0,0.8542635235905149,0.0672766260870985,0.4587345708318792,0.034885360029921056,Stressed
1,0,0,2,1,0.2525252279520543,0.6901913573753259,0.0,0.32972955958277805,Relaxed
1,3,2,1,1,0.5479301483104495,0.4588442486848819,0.6343307967149389,0.3937822783916593,Focused
2,3,1,0,0,0.683531725819795,0.32466943687180594,0.4524668592462126,0.06344450463031098,Focused
1,3,2,3,1,0.7240167832684969,0.30185374671024623,0.6253275836158908,0.34399256112190885,Stressed
2,1,2,2,0,0.4995814736074685,0.5082865836955802,0.7617431105440506,0.0,Fatigued
1,0,2,2,2,0.09675017212301412,0.87230258696217,0.6245696114830315,0.6970041977067296,Distracted
1,1,0,1,3,0.2761067530459457,0.7138809295783195,0.0,1.0,Distracted
3,2,1,1,0,0.7375476010776028,0.2412726683471843,0.39201517617376946,0.0,Stressed
1,2,2,2,2,0.4989523320016378,0.5509781748078846,0.7202268239029676,0.682805931810341,Fatigued
1,3,0,1,2,0.6550890552965494,0.3180299215916725,0.0,0.7035587250111907,Distracted
3,1,3,2,0,0.6620103024604105,0.31416501520457474,1.0,0.0,Fatigued
3,1,3,1,0,0.6689336486461344,0.32350765080403215,1.0,0.0,Fatigued
1,1,2,1,3,0.3240600149760361,0.7413911462406927,0.6760135604538358,0.880932572300233,Fatigued
2,3,3,0,3,0.6820847491540805,0.22643339563243253,1.0,1.0,Fatigued
1,1,2,0,1,0.2553378842379661,0.8062322706207029,0.7245958536996078,0.3756324659919111,Fatigued
2,1,3,0,2,0.41748944274873623,0.5937940399784024,0.9881219707564458,0.6768593873936782,Fatigued
0,1,1,2,0,0.23889148538547578,0.797552443220737,0.29607694162314563,0.02124597322751912,Relaxed
0,1,0,2,1,0.2789174222791613,0.7335781198560075,0.0,0.29260299571425474,Relaxed
2,0,2,1,2,0.3084004144829081,0.7563211872048099,0.5844664243421192,0.6499490704531611,Relaxed
1,3,1,0,3,0.49605932193323254,0.42291281131322145,0.3790026275562265,0.9871196387635206,Distracted
1,1,3,2,2,0.3777279740264448,0.6671245933302852,1.0,0.5198860202936189,Fatigued
2,0,1,0,3,0.24349528541062254,0.6413279865451383,0.3723406723634696,0.9664630368275002,Distracted
2,0,0,1,2,0.4341160306738245,0.5357200849713384,0.0,0.6367039403204924,Focused
2,1,1,3,2,0.5825502663944653,0.4647476794726615,0.4178633604158513,0.7837007775606109,Distracted
2,1,2,1,2,0.5050278981939509,0.49187657205227237,0.7117956044795343,0.7219763022262808,Fatigued
1,0,3,0,1,0.07695022484410574,0.9034457159485101,0.9786982814765783,0.3286880125842926,Fatigued
2,0,2,1,3,0.31681979307759633,0.6441631306251684,0.8017776107815627,0.9770371065335021,Fatigued
2,1,3,3,0,0.5454257549630563,0.5412142847813787,1.0,0.0,Fatigued
1,2,1,3,3,0.6448140155161292,0.4311328392726517,0.3900304847914533,1.0,Distracted
3,1,3,1,3,0.5841331798535274,0.4705501477634729,0.9617922344242857,1.0,Fatigued
1,1,3,0,1,0.281675075496053,0.6057090612536897,0.9771235073952088,0.3433873934271268,Fatigued
1,3,0,1,1,0.5683367701619186,0.36442505977983647,0.04311072802048321,0.38458792955265214,Focused
3,3,1,0,3,0.7230058200615632,0.19120451598436697,0.23806897124815643,0.9811690955665939,Stressed
3,3,2,0,2,0.9018319267176241,0.041473255135055925,0.6085727919168589,0.6509234150629151,Stressed
0,3,1,2,1,0.5158182443326759,0.44598043413100175,0.3968097481513495,0.33383941978432213,Focused
2,2,1,0,2,0.5708334935970625,0.5636736339077805,0.26639606330772836,0.5853258440025407,Focused
1,2,2,2,3,0.48835089546640065,0.4826413667393195,0.665825707582424,0.92219999648403,Fatigued
2,1,1,0,1,0.3836207637131151,0.6029300570158439,0.2832100453041693,0.27443523289498356,Relaxed
1,0,1,0,3,0.05195411930483926,0.9095033687468974,0.26190486131103563,0.9980381276025401,Distracted
2,2,1,1,0,0.6911287678262035,0.31468491500973284,0.32664979005062333,0.0,Focused
2,3,0,1,1,0.7330944245686708,0.29981653925072066,0.0,0.29161146251299047,Stressed
2,0,0,3,3,0.5013597674885446,0.4681833748614951,0.027120690633118012,1.0,Distracted
1,2,0,1,2,0.42983302032935716,0.541179616199806,0.0,0.7481839493663668,Distracted
3,1,1,0,1,0.5040185072061777,0.4997108806510743,0.3664382785764237,0.29353047809293653,Focused
2,0,1,3,0,0.42568729151090845,0.5963910626881312,0.3183287653055435,0.004395176308074336,Focused
1,3,2,3,1,0.7411237294539205,0.20187443477452002,0.6983726046761976,0.2773532707136716,Fatigued
2,3,1,3,1,0.8390772675296947,0.25998732562916105,0.4442696357254251,0.412541524151693,Stressed
